Name;Also Known As;Biography;Date of Birth;Website;Twitter;Instagram;Ethereum Address 1;Ethereum Address 2;Ethereum Address 3;Tezos Address 1;Tezos Address 2;Tezos Address 3
Gene Kogan;;"<p id="""">Gene Kogan is an accomplished artist, programmer, and educator with a focus on creative artificial intelligence and machine learning. He has been a prominent figure in this field since the early 2010s and was featured in Artnet's 2018 article highlighting the most influential trailblazers in the intersection of artificial intelligence and art. In the article, he was recognized alongside other notable pioneers such as Ridler, Crespo, Sarin, and Klingemann. Kogan has made several significant contributions to the creative coding space, including developing the first-ever decentralized artist <em id="""">Abraham</em> and co-founding Braindrops, a curated short-form AI platform on Ethereum where he launched the platform's genesis project, <em id="""">Brain Loops</em>.</p>";;https://www.genekogan.com/;https://twitter.com/genekogan;;0x021B22649bc45094BF53f7dA4b1335A7A00Ce47f;;;;;
Geoff Davis;;"<p id="""">Geoff Davis is a generative artist whose helped pioneer computer art through his founding of the Micro Arts Group in 1984. Inspired by London's experimental film and video scene, Davis aimed to democratize computer art by creating and distributing a series of computer-generated conceptual art and story text generators on data cassettes and Prestel TV Teletext.</p><p id="""">Davis has also contributed to the advancement of ethical AI as a researcher at the University of the Arts London (UAL), exploring the responsible use of generated text. His diverse career includes roles at the UK's innovation trust Nesta, eco-friendly building development, and co-founding the Sustainable Development Commission (SDC). Notably, his fiction has been recognized by PEN International.</p><p id="""">In 2019, Micro Arts experienced a revival, spearheaded by the Computer Arts Archive, leading to exhibitions further progressing the influential work.</p><p id="""">‍</p>";;https://geoffdavis.org/;https://twitter.com/microartsgroup;;0x1139c7cbE9a337f6C6f127E3888c6C081B1F0228;;;tz1Mx6RmQvVZa3KjGDfPpA9i5ogGAahjscYx;;
Golan Levin;;"<p id="""">Golan Levin is an artist, engineer, researcher and educator exploring the intricate intersections of machine code, visual culture and critical making. Levin has over 30 years of experience within technological research environments, including renowned institutions like the MIT Media Laboratory and Ars Electronica Futurelab. Levin's work encompasses a captivating blend of the whimsical, the provocative and the sublime across various mediums such as online platforms, installations and performance art. <br><br>Levin's creations employ responsive artifacts, virtual environments and media provocations to infuse digital technologies with creative twists that shed light on our relationship with machines and expand the possibilities of human action. By delving into themes like interactive gestural robotics, personal digital fabrication, nonverbal interaction aesthetics and information visualization as a means of critical inquiry, he pushes the boundaries of artistic expression and challenges participants to recognize their potential as creative agents. <br><br>Levin's extensive body of work has garnered recognition worldwide with exhibitions in Europe, America and Asia, including prestigious venues like the Museum of Modern Art (MoMA) and the Whitney Biennial. As a professor of electronic art at Carnegie Mellon University, Levin focuses on reclaiming computation as a medium of personal expression, teaching studio courses in computer science, interactive art, generative form, critical making and audiovisual performance. With his expertise and dedication to advancing the field, Levin co-authored the book <em id="""">Code as Creative Medium.</em></p>";May 10, 1972;http://flong.com/;https://twitter.com/golan;https://www.instagram.com/golanlevin;0x792654E8ea69B9C4aa7588DfD89ed64e90b3F200;;;tz1eQThmh9yuuxjvFBWbRGKUr2goUw1gAd39;;
Harm van den Dorpel;;"<p id="""">Harm van den Dorpel is a generative artist based in Berlin known for his early pioneering work on the blockchain. Van den Dorpel was the first artist to ever sell work to a museum for cryptocurrency (Bitcoin) when the Museum of Applied Arts in Vienna collected 20 pieces from his <em id="""">Event Listeners</em> project. Van den Dorpel's work has been showcased at institutions worldwide such as Museum of Contemporary Art in New York, National Museum of Modern and Contemporary Art in Seoul, The New Museum in NYC, Ullens Center for Contemporary Art in Beijing, Museum of Modern Art in Warsaw and Stedelijk Museum in Amsterdam.</p>";February 9, 1981;https://harm.work/;https://twitter.com/harmvddorpel;https://www.instagram.com/harmvandendorpel/;0x9011Eb570D1bE09eA4d10f38c119DCDF29725c41;;;tz1hWTLXc7ufWTkBmcKywhLky9LriFNcybAB;;
Helena Sarin;Neuralbricolage;"<p id="""">Helena Sarin is a visual artist and software engineer working along the boundaries of AI systems. Sarin, who began her career at Bell Labs, strives for aesthetically pleasing neural networks built upon naturalistic and computational data sets taking inspiration from traditional masters. Her work has been showcased around the world with exhibitions in Oxford, Dubai, Zurich, Shanghai, Miami and more. Sarin has been a part of iconic exhibitions such as <em id="""">Automat und Mensch</em>, <em id="""">In Our Code</em>, and <em id="""">When the Computer Made Art</em>. Sarin has also produced a series of limited edition books showcasing her AI creations and processes.</p>";;https://www.neuralbricolage.com/;https://twitter.com/NeuralBricolage;;0x733983a4c7e778CA9f57cAC6ee361c4A9b24E4b1;;;tz2GLYoq3erGG5ajCxrYjk5aNMeHw4kDtzMV;;
Herbert W. Franke;Sergius Both;"<p id="""">Herbert W. Franke was one of the first people to make art with computers often referring to himself as the dinosaur of computer art. In the mid-1950s. He began his generative art explorations in the analog space, using an analog computer with an oscilloscope as output device and a camera to generate patterns of continuous lines. Franke continued his practice in the digital space in the 1960s and published the first comprehensive history of computer art in 1971. His work has been exhibited and collected by institutions worldwide such as the V&amp;A, ZKM Karlsruhe, Centre Pompidou, Spalter Digital and König Galerie. Alongside Franke’s influential contributions to computer art, the philosopher and physicist also had a careers in science fiction writing, speleology and curation. He was also the co-founder of Ars Electronica, a leading digital art institution whose annual events and awards have spurred the generative art space significantly.</p>";May 14, 1927 → July 16, 2022;http://www.herbert-w-franke.de/;https://twitter.com/HerbertWFranke;;0x6b802827E542CE55E57C62b890A3c7437fE0B13f;;;tz1hPBqrahs7jqDwZu6x6FNWxZzPTKPTGLVc;;
Holly Herndon and Mat Dryhurst;;"<p>Holly Herndon is an American artist and composer currently based in Berlin. She operates at the intersection of electronic and avant-garde music, forging her unique and disruptive style. Her academic background includes studies in composition from Stanford University before receiving her Ph.D. from Stanford's University Center for Computer Research in Music and Acoustics. Her music often incorporates vocals, including her own and is predominantly computer-based. Herndon utilizes visual programming languages and neural networks to create custom instruments and vocal processes. Her music has been released on renowned labels such as RVNG Intl. and 4AD. Beyond her solo work, Herndon has collaborated with notable artists and entities such as writer Reza Negarestani, producer Jlin and design studio Metahaven. Herndon's compositions and soundscapes challenge and transcend conventional categorizations, blurring the boundary between the digital and the human. With her extensive expertise in vocal processing techniques and proprietary digital instruments, she creates immersive and thought-provoking pieces that defy traditional distinctions.<br><br>Mat Dryhurst is an artist and thinker whose work spans music, technology, art, philosophy, and activism, embracing a ""medium-agnostic"" approach. Collaborating often with his partner, Holly Herndon, he has contributed to record labels like PAN and Southern Records. He developed Saga, a self-hosting publishing framework, and serves on the board of the streaming collective Resonate. His broad interests have recently focused on exploring the potential forms of human community in the age of informatic capitalism, the capabilities and limitations of machine learning.<br><br>Herndon and Dryhurst believe the changes that Al will bring will radically transform the creative landscape, allowing anyone to easily generate art and music from Al tools trained on the work or likeness of existing creators. Their ongoing collaborative career has led them to explore the frontiers of art and technology, AI, machine learning and blockchain systems.</p>";March 9, 1980;https://www.hollyherndon.com/;https://twitter.com/hollyherndon;https://www.instagram.com/holly_herndon/?hl=en;0xddf29Ea907a415c9629Af3F43a9612Dec3fC481C;;;;;
Huemin;;"<p id="""">Huemin is an AI artist and programmer who delves into the intricate dynamics between humans, AI and the digital realm. Since 2001, Huemin has embraced AI art as a medium, crafting digital artworks that harmoniously blend vibrant colors, minimalist aesthetics and geometric abstraction. With a notable presence in the open-source community, Huemin has played a pivotal role in developing AI art tools such as the widely used JAX Automated Stitching, empowering fellow artists in their creative endeavors. Additionally, Huemin has led community initiatives like Deforum Stable Diffusion, a free-to-use stable diffusion inference tool, fostering collaboration and innovation.</p>";;https://huemin-art.github.io/;https://twitter.com/huemin_art;https://www.instagram.com/huemin_art/;0x7c4A53E6e287A097B27f8aCA6786e556223c7b32;;;tz1hVwJJ6J4TrBaAziFc1ZFMok21veaxCmBT;;
Iskra Velitchkova;pointline;"<p id="""">Iskra Velitchkova is a Bulgarian self-taught computer artist whose work explores the boundaries and interactions between machines and humans. She combines her Balkan heritage with the influence of Mediterranean culture to inform and inspire her work. She has been exhibited by institutions such as Art Basel, Galerie Greulich, MADS Gallery, Proof of People and Sotheby’s. One of her most enduring themes is her work referencing birds. This theme has captivated strong community-wide interest including the formation of the appreciation club, “Bird and Worm Society,” a passionate group of collectors and appreciators of Velitchkova’s iconic birds and Japanese artist qubibi’s worms.<br><br>Iskra understands technology as new sources of information and she roots her work on exploring it through generative systems. She is fascinated by the way a whole new imaginary of worlds emerges from the code and how those new realms can tell us stories about ourselves.</p>";March 28, 1988;http://iskraovelitchkova.com/;https://twitter.com/pointline_;https://www.instagram.com/ognyveli;0x516709016faC94BF32Fe0c45a5489E0A28547881;;;tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD;;
Ivona Tau;;"<p id="""">Ivona Tau is a renowned generative AI artist from Lithuania who combines her expertise in technology and the arts to create emotionally evocative works. She employs neural networks and code as mediums to explore experimental photography and motion painting into new forms. Through generative neural networks, Ivona transforms her captured analog and digital film experiences into universally relatable memories, aiming to elicit emotions with the help of artificially intelligent tools. With a remarkable background in professional photography and AI research spanning 15 years, Ivona has garnered significant recognition with her incredible artworks. She was honored with the best award in the Digital Ars 2020 contest for work created with AI and received the Computer Animation category award at the Computer Space International Computer Art Forum 2021. Her contributions to the field of AI led to her selection as one of the Top 10 Women in AI 2022 by the Women in Tech Foundation. Ivona Tau's work has been exhibited globally at prestigious venues such as Art Basel Miami Beach, SCOPE, CAFA, Art Week Shenzhen, Vellum, Bitforms New York, Venus Over Manhattan, The House of Fine Art, Bright Moments Berlin, and Sotheby’s. Additionally, Ivona remains active within the research community, having earned a Ph.D. in Artificial Intelligence from the Polish-Japanese Academy of Information Technology. She has published numerous scientific papers exploring studies in Computer Vision and Artificial Neural Networks.</p>";;https://ivonatau.com/lnk;https://twitter.com/ivonatau;https://www.instagram.com/ivonatau/?hl=en;0x6925b22105664506D2d7e449B9cEdE78cBb1eCfE;;;tz1aLCW57GTwnmBNcrwWUR2y4YUEQAFGQYtU;;
IX Shells;Itzel Yard;"<p id="""">Itzel Yard, also known as IX Shells, is a new media artist based in Panama specializing in generative art. She began working with code from her passion for video games and music at an early age. Yard studied Architectural Technology and Computer Science at the University of London. She has been featured in iconic exhibitions worldwide including <em id="""">In Our Code</em>, <em id="""">Digital Diaspora</em>, <em id="""">Natively Digital</em>, <em id="""">The Digital</em>, and <em id="""">Proof of Art</em>. Yard became the highest-selling female generative artist when her piece <em id="""">Dreaming at Dusk</em> sold for over 2 million dollars in support of the Tor Project. Shortly after, Yard was featured in Fortune’s “NFTy 50” list alongside other influential names such as Beeple, Jay-Z, Cryptopunks, Mark Cuban, and Snowfro. Yard founded Creative Code Art, a community-renowned educational group that highlights algorithmic and generative art.</p>";November 10, 1990;;https://twitter.com/ix_shells;https://www.instagram.com/ix.shells;0x452F438aAD8B675232C1fD7Ff8E940D72d8A9F45;;;tz2Hb9usQivGU4rXWucfF3H1CD8821oi2pVM;;
Jake Elwes;;"<p id="""">Jake Elwes is an artist based in London whose work explores machine learning and artificial intelligence. Through the use of these systems, Elwes investigates poetry, narratives, limitations, and ethical implications. <em id="""">The Zizi Project</em> subverts and demystifies cisgender and straight AI systems by incorporating drag performers into datasets, challenging AI bias.<br>Elwes studied at The Slade School of Fine Art, UCL, from 2013 to 2017, and has exhibited their artwork in prestigious museums and galleries across the globe. Venues include the Victoria and Albert Museum, Somerset House, ZKM, Today Art Museum, Yuz Museum, Ars Electronica, Zabludowicz Collection, and many others. Elwes' multidisciplinary projects encompass moving-image installations, sound, and performance, with a focus on queering datasets and challenging prevailing AI systems. Elwes emphasizes that AI lacks intentionality or agency, functioning only as a neutral agent within a human framework.</p>";;https://www.jakeelwes.com/;https://twitter.com/JakeElwes;https://www.instagram.com/jakeelwes/;0xa71b76214e99b9c57db2b2b40004250fd959863a;;;;;
James Merrill;Lostpixels;"<p>James Merrill is a digital artist residing in the mountains of Vermont with over two decades of experience in digital art. When not outdoors, he immerses himself in his creative ""laboratory"", crafting procedural systems. Coming from a lineage of artists, Merrill's creative journey began with a fascination for geometric artwork, particularly origami. In 2003 he’d come across Macromedia Flash, sparking a self-taught exploration of programming and digital art. Engaging in digital art communities like EvokeOne and Depthcore, he’s helped foster vibrant and helpful communities for creative coders across the globe. The nexus of mathematics, simulations, and aesthetics threads through Merrill's diverse mediums, converging in his passion for generative art.</p>";;https://lostpixels.io/;https://twitter.com/toThePixel;https://www.instagram.com/lostpixels/;0xB3B212da1F50DE8eCDE59C932e36DF7aFb6319cB;;;;;
James Paterson;Presstube;"<p id="""">James Paterson is a Montreal-based creative director, animator, and technologist with a passion for blending drawing, animation, and code. As the founder of Presstube in 1999, James has been creating enchanting digital products and experiences through code-based works and systems. James first began sharing his work online in the late 90s, mainly creating intricate animations through the use of Flash ActionScript. His creative projects have spanned various brands such as Google, Björk, Unity, Mick Jagger, FiftyThree, Sony, Burton, Nike, and Marshmallow Laser Feast. James has been an active speaker at renowned creative conferences such as OFFF, Eyeo, Reasons, and FITC, while his artwork has been exhibited in esteemed galleries and museums worldwide, including Centre Pompidou, London Design Museum, and bitforms.</p>";;https://presstube.com/;https://twitter.com/presstube;https://www.instagram.com/presstube/;0xD9af179926D1099c644a55f7cDe79E08b4c2c30D;;;tz1ZMDCUyEvsQykWuxTkBzVDcTzMtUEwTeiw;;
Jan Robert Leegte;;"<p id="""">Jan Robert Leegte is a Dutch artist living in Amsterdam who has been creating Internet art since the 1990s. He is known for exploring the sculptural materiality of online interfaces and computer programs to create artworks around digital aesthetic themes. In 2002, Leegte began implementing digital materials in the context of physical gallery spaces to bridge the online and gallery art worlds, creating prints, sculptures, installations, drawings and projections. Leegte links traditional historical art events and ideas into the “digital avant garde” world. His work has been exhibited at internationally renowned institutions like the Centre Pompidou, Ludwig Museum, Whitechapel Gallery, Kröller-Müller, and Stedelijk Museum. He is currently represented by Upstream Gallery Amsterdam.</p>";;https://www.leegte.org/;https://twitter.com/JanRobertLeegte;https://www.instagram.com/leegte/?hl=en;0xe8E01E71D18f838B13e8f6FA250ee0E4BeD6b877;;;tz1VhUEa1UaGPsiY8daNg6vJfuAk9sDesACe;;
Jared Tarbell;;"<p id="""">Jared Tarbell is a developer, artist and programmer based in the United States who has worked with code for over 30 years. With a degree in Computer Science from the University of New Mexico, Tarbell's passion for computation has continued to grow as processing power has increased over the years. Since 2003, Tarbell's abstract work in Processing has gained him critical acclaim. Tarbell co-founded Etsy in 2005, a platform he originally designed as a means to sell his digital art. He took part in the iconic Kate Vass Galerie exhibition <em id="""">Automat und Mensch</em> alongside some of the space's most significant artists.</p>";May 1, 1973;https://www.infinite.center/;https://twitter.com/jaredstarbell;https://www.instagram.com/nerdonearth/;0x9CEC5020511664A2605E526e1e44919Ab27c05dA;;;;;
Jeff Davis;;"<p id="""">Jeff Davis is a seasoned art professor with a passion for generative art and the Chief Creative Officer at Art Blocks. His journey began in college when he discovered the intriguing intersection between mathematics and studio art, focusing on painting and printmaking during his graduate studies at the School of the Art Institute of Chicago. In 1999, Jeff sought greater precision in his artistic endeavors and turned to design software to explore the possibilities of form and color in digital art. This marked the beginning of his fascination with technology as a medium for creative expression, leading him to develop generative systems that delve into the realms of structure and color within specific parameters. Davis's captivating creations have been exhibited across the United States, including the Torrance Art Museum, Arizona State University, Lawrence University and the University of Minnesota. His talent has also gained recognition on an international scale, featuring in renowned events like Art Dubai, Ex Machina at Phillips, and Natively Digital at Sotheby's. Apart from his artistic pursuits, Davis has made significant contributions to the field of art education. He has authored two textbooks, <em id="""">Foundations of Design</em> and <em id="""">Foundations of Color</em>, serving as valuable resources for aspiring artists. Embracing the emerging realm of crypto art, Jeff continues to explore new frontiers, blending his background in art with innovative technologies.</p>";;https://www.jeffgdavis.com/;https://twitter.com/jeffgdavis;https://www.instagram.com/jeffdavis_art/?hl=en;0x7d42611012FDbE366Bf4A0481FC0E1aBf15E245A;;;;;
Jen Stark;;"<p id="""">Jen Stark’s art is driven by her interest in conceptualizing visual systems to simulate plant growth, evolution, infinity, fractals, mimetic topographies, and sacred geometries. Using available materials—paper, wood, metal, paint—Stark strives to make work that balances on a razor’s edge of optical seduction and perceptual engagement. The resulting works are imbued with kinetic, undulating effects that serve to dislocate the viewer from staid reality into an immersive ecosphere of echoing patterns and designs found in nature. In recent years, Stark has introduced new technologies into her diverse practice, delving into the digital realm of animations, interactive projections, and distinctive NFTs. By adopting cutting-edge techniques to showcase her aesthetic, Stark activates her universe through constant adaptation and transformation.<br><br>Born and raised in Miami, Florida in 1983, Jen Stark now lives and works in Los Angeles. She has been exhibited globally, with major shows in New York, Los Angeles, Miami, Chicago, Thailand, and Canada. Recently included as one of Fortune’s “NFTy 50,” Stark made history in March 2021, as the first female artist to make Foundation’s top 10 highest selling NFT creatives. Her work is held in the collections of institutions such as the Smithsonian American Art Museum, the West Collection, Crystal Bridges Museum of American Art, NSU Art Museum, and MOCA Miami, among others.</p>";April 15, 1983;https://www.jenstark.com/;https://twitter.com/Jen_Stark;https://www.instagram.com/jenstark/;0xB16525385824E8cf877be513386e75d875043Ffd;;;;;
Jenni Pasanen;;"<p id="""">Jenni Pasanen is a FInnish artist combining digital painting with the power of AI, resulting in unprecedented and captivating artwork. With a lifelong background in art and over 13 years of experience in design and animation, Pasanen achieved her dream of becoming a full-time artist in late 2021. She began exhibiting her works globally the following year. Her artistic journey took a transformative turn when she discovered the world of AI art two years ago. Since then, Pasanen has been on a quest to seamlessly merge AI technology with her digital paintings, creating surreal illustrations with an ethereal aesthetic. She describes her artistic process as layering different elements, incorporating animation, photography and 3D into her compositions. <br><br>Pasanen's unique style transports viewers into dreamlike realms. Her illustrations feature faceless figures gracefully floating amidst smoky, pastel-colored backgrounds and mystical landscapes inhabited by cloud-like animals. Drawing inspiration from AI-generated images, distant memories or everyday objects, she believes that our surroundings and experiences shape our reality, which she translates onto her canvas.</p>";;https://www.jennipasanen.com/;https://twitter.com/PasanenJenni;https://www.instagram.com/jennipasanenart/;0x2531896dFb32418BAbF6c57edD40f8EE53C0f236;;;tz1Kz7fCjjFh83yQFrZTCYLhzpMwpJAK5fqD;;
Jeres;;<p>Jeres is an artist living in Los Angeles. They like to play with color and texture, attempting to tap into the emotional and vulnerable through making code-based art. They like to explore topics related to existence, identity, experience, reality and spirituality in a society becoming more digital. They have released work through Art Blocks (Torrent), Verse (Tragedy Static/Heaven) and fxhash (Coronado, Glossolalia, Attachment and more). Their work has been featured at Art Basel Miami (2022). They studied Computer Engineering and Art History at the University of Michigan.</p>;;https://jeres.xyz/;https://twitter.com/heyjeres;;0x89c214c487640D63a897cA618D0afeB18eF6108D;;;tz1hnnCaYDiRPH8apoJQB9wvytwpYQSJEzCK;;
Joan Heemskerk;;<p>Joan Heemskerk is a prominent Dutch contemporary artist and a member of the renowned art collective JODI. Her diverse body of work encompasses photography, video, software, games, websites, performances, and installations. Heemskerk was awarded the inaugural Collide Copenhagen residency, which involved two-months of research and exploration at CERN and Copenhagen Contemporary. Collaborating with physicists, engineers, and laboratory staff, she delved into artistic research and produced work that will be exhibited at Copenhagen Contemporary in 2025, examining the impact of technology on humanity.<br>Heemskerk’s and JODI’s groundbreaking contributions to digital and media art have been widely recognized, with their work exhibited at prestigious institutions such as Stedelijk Museum Amsterdam, ZKM Karlsruhe, ICC, Guggenheim, Centre Pompidou, Eyebeam, Rhizome, MoMA, and more. Being at the forefront of exploring the possibilities of digital art, Heemskerk and JODI challenge and disrupt conventional norms of the internet, exploring the visual aesthetics, interface elements, codes, errors, and viruses of these systems. They provoke new perspectives on the relationship between technology and users, subverting expectations and conventions. Heemskerk's artistic excellence has been recognized with awards, including the prestigious Female Artist Award of the State of North Rhine-Westphalia in 2022. Heemskerk's relentless innovation and interdisciplinary approach continue to shape the field of digital and web-based art.</p>;;;https://twitter.com/joanheemskerk;;;;;tz1aVoEUdiTTEyYsB1pQTsp9iRkMKjkGQhzM;;
Joanie Lemercier;;<p>Joanie Lemercier is a a French artist exploring the profound interplay of light projections in space and their impact on perception. Introduced to computer art at an early age, Lemercier's educational roots in geometry and patterns laid the foundation for his fascination with physical structures. From collaborations with renowned artists like Flying Lotus to creating architectural projections globally, he has explored the physics and philosophy of light manipulation. His light sculptures and canvases intricately play with darkness, illumination, and physical form, transforming spaces into mesmerizing and immersive environments that challenge our sense of reality. In 2008, he co-founded the visual label AntiVJ, pioneering unique light performances and installations. Lemercier’s work has been exhibiting at prestigious venues like China Museum of Digital Art, Sundance Film Festival, and Art Basel Miami. Lemercier's work continually redefines the boundaries of visual experience, blending new technologies and artistic innovation.</p>;;https://joanielemercier.com/;https://twitter.com/JoanieLemercier;https://www.instagram.com/joanielemercier;0xD6956A203324b931b08A12A27a394320E74ec9Fe;;;tz1P5Za1TUMsDejgzMM5iMNfHAxDUpPCHiwZ;;
John F. Simon Jr.;;"<p id="""">John F. Simon Jr. is a multimedia artist and software art pioneer based in New York City. With degrees in Fine Art, Geology, Planetary Science and Computer Art, he combines his diverse academic background to create captivating artworks. Throughout his career, Simon has explored various mediums including plotter drawings, acrylic sculptures, charcoal, LCD screens and web-based systems. His contributions to the field of software art have been featured in major exhibitions and collections such as the Museum of Modern Art, Solomon R. Guggenheim Museum, Whitney Museum of American Art, and Los Angeles County Museum of Art. His seminal work <em id="""">Every Icon</em> was included in the 2000 Whitney's Biennial Exhibition. Simon's artistic practice extends beyond traditional exhibitions, as he collaborated with Björk to develop an app for her groundbreaking album, <em id="""">Biophilia</em>. Drawing inspiration from contemplative drawing practices, Simon's daily drawings inform his larger artworks. With a remarkable career spanning over 25 years, Simon continues to produce new artworks, acquire museum recognition, and exhibit internationally.</p>";;http://www.numeral.com/;https://twitter.com/ideaclock;https://www.instagram.com/drawingyourownpath;;;;;;
John Maeda;;<p>John Maeda is an American technologist and product experience leader bridging business, engineering, design via working inclusively. In his early career, Maeda was an MIT research professor in computational design and helped redefine electronic media and computer programming as a tool for artistic expression. He received the White House’s National Design Award and his work is in the permanent collection of the MoMA. Maeda is Vice President of Design and Artificial Intelligence at Microsoft while previously he served as Chief Technology Officer of Everbridge and was President of the Rhode Island School of Design (RISD).</p>;;https://maedastudio.com/;https://twitter.com/johnmaeda;;0x4AAEc0ac944d04256E57eF02e0E9E7A9d633CDAC;;;;;
John Provencher;;"<p id="""">John Provencher is an independent artist, designer, and educator based in New York City. His practice explores the generative nature of software as a tool to produce works both online and offline, through the form of generative collections, exhibitions, and select commissions. John’s work is deeply embedded in the rich physicality of the internet, reflecting his interest in the idea that an art practice shouldn’t just be about the final product but rather about the conditions that created it. In addition to running an independent practice, John has collaborated with The New York Times, Nike, Prada, Alexander Wang, The Atlantic, and Bloomberg.</p>";;https://johnprovencher.com/;https://twitter.com/hahajohnx;https://www.instagram.com/johnprovencher/;0xAdc1d4b58f8c867bE281fd5fb164bf4f6DB66C2C;;;;;
Jonathan Chomko;;<p>Jonathan Chomko is a Canadian artist working with and against technology. His works examine the seam between physical and digital worlds, exploring how digital forces translate into and act upon the physical world, and how physical phenomena and expression are modulated as they enter the digital.<br><br>Chomko’s work has been exhibited at institutions such as the Museum of 21st Century Arts (Italy, 2013), Sydney Opera House (Australia, 2014), Media Ambition Tokyo (Japan, 2016), and London Design Museum (UK, 2015), Cube Design Museum (Netherlands, 2020) and Theatre du Chatelet (France, 2020). His public work has been shown in Bristol (UK, 2014), London (UK 2016), Tokyo (Japan 2016), Austin (USA 2019), and Paris (France, 2020). His work is held in public and private collections in the UK, Canada and Japan.</p>;;https://jonathanchomko.com/;https://twitter.com/jtchomko;https://www.instagram.com/jonathan.chomko/;0x8490b3dFba40B784e3a16974377c70a139306CFA;;;;;
Jonathan McCabe;;"<p>Jonathan McCabe is a generative artist whose work seamlessly blends mathematics, coding, and natural pattern formation. His intricate creations, reminiscent of biology lab imagery, reveal the captivating intersection of art and science. Through his meticulous coding, McCabe crafts complex and mesmerizing shapes, patterns, structures, and colors that embody the unpredictable yet harmonious essence of nature. Influenced by chaos theory and drawing on the mathematical logic of Alan Turing, his pieces, ranging from the <em id="""">Butterfly Origami</em> collection with its multi-sized, multi-colored patterns to the marbling effect of <em id="""">Nervous States</em>, captivate viewers with their psychedelic, multidimensional, and forever evolving nature. His work has been exhibited at locations such as the Canberra Gallery, Bridge Gallery, and Front Gallery.</p>";;http://www.jonathanmccabe.com/;https://twitter.com/jonathanmccabeX;https://www.instagram.com/mr_jonathanmccabe/;0x6c768065cadde3aa42bf534a5af5a79cb4d822ce;;;;;
Joshua Davis;Praystation;"<p id="""">Joshua Davis is a renowned American designer, author, and artist in new media who has been using programming to create interactions with users and generate visually stunning compositions through rule-based, randomized processes since 1995. He played a crucial role in designing IBM's Watson's visualization and has received numerous accolades, including having his work featured in the Tate Modern, Ars Electronica, Design Museum London, Centre Pompidou, Institute of Contemporary Arts, MoMA, Smithsonian’s Cooper-Hewitt National Design Museum and the Whitney Museum of American Art's permanent collection. Davis has lectured globally since 2000 and has spoken at conferences such as TED and 99U, discussing his career in algorithmic image making and open source ideologies. His work as a graphic designer and artist has led to collaborations with music groups such as Tool, Deadmau5, and Phantogram. Davis's unique fusion of human creativity and machine computation has resulted in stunning and unique works of art, making him a digital art legend.</p>";June 13, 1971;https://joshuadavis.com/;https://twitter.com/JoshuaDavis;https://www.instagram.com/praystation;0xFBC78f494aD61d90F02A3258e527De1321095AcB;;;tz1UT53yLzZCqyYnzqvcAiy37vkDP1Z9Xjrk;;
Juan Pedro Vallejo;;"<p>Juan Pedro Vallejo is an Argentinean artist working with generative systems and code. He was first introduced to programming as a young child by his father where he’d gain a passion for Flash. His practice explores dynamic motion, color theory and geometric compositions reminiscent of Op Art. This practice is best expressed in his Art Blocks project, <em id="""">Interferences</em>, where he draws inspiration from Julio Le Parc and Frank Stella. Juan considers the screen to be a form of material in his practice, sculpting the systems through unique possibilities and permutations.</p>";;;https://twitter.com/juanpvallejo_;;0x7D5B82301d42B9C6d58F58e935e7955a6296548e;;;;;
Juan Rodriguez Garcia;juanrg92;"<p id="""">Juan Rodríguez García is a generative artist. His work explores design concepts and programming through code as a tool of creation and expression. He teaches classes in creative coding at Universidad Iberoamericana Puebla and has worked and collaborated with different universities and cultural spaces in Latin America to address art, code, and technology.</p>";;;https://twitter.com/_juanrg92;https://www.instagram.com/juanrg92/;0xB861370Cc2De91baEf666750F129aD65c55ab9b8;;;tz1QCQJNuKgJjGkq9T4uW1MqHvUVJyrqMYtR;;
Julian Hespenheide;;"<p id="""">Julian-Anthony Hespenheide is an accomplished German designer who specializes in the dynamic field of Interaction Design and generative systems. Through his artistic creations, he weaves intricate installations that captivate audiences and tell stories exploring the realm of the digital while simultaneously fostering meaningful dialogue within the analog world. Julian's creative journey focuses on merging design, art, science, and technology, resulting in innovative concepts that offer fresh perspectives and deeper insights into what lies ahead. He holds a Master's degree in Digital Media from the University of the Arts Bremen (HFK), Germany. His work has been exhibited at esteemed locations such as Bright Moments Berlin, Neue Galerie, Neues Bauhaus Museum, Studiogalerie35 and more.</p>";;https://www.julian-h.de/;https://twitter.com/julihespenheide;https://www.instagram.com/julian_hespenheide/;;;;tz1UbgXkHfM5Wvk4UDiwAZgHycPjL9mkh99Z;;
